cgpa_gap,skill_match_count,current_year,tenth_pct,twelfth_pct,is_eligible
1.4,7,3,74.3,92.5,1
0.91,3,1,80.9,77.8,1
0.99,0,1,79.9,73.0,0
0.91,5,1,84.0,93.0,1
0.67,2,4,84.0,72.8,1
-1.03,4,4,51.9,100.0,1
0.47,7,2,75.6,70.4,1
-0.04,1,2,83.2,64.9,0
-0.62,5,2,73.9,74.2,0
1.75,6,1,78.4,73.3,1
1.78,3,2,85.5,67.1,1
1.49,7,2,78.8,100.0,1
0.6,3,3,93.1,79.5,1
1.48,3,4,89.3,81.1,1
0.41,7,1,76.8,70.9,1
0.56,5,2,76.0,69.6,1
-0.47,6,4,49.5,87.3,1
0.72,6,4,74.7,57.6,1
0.45,5,4,64.5,63.4,1
-0.64,1,3,80.2,73.3,0
0.36,3,1,79.5,90.9,1
0.34,6,4,85.0,71.9,1
1.84,4,3,92.0,80.6,1
1.12,2,4,77.7,76.3,1
0.41,2,4,100.0,90.3,1
0.6,6,2,80.3,58.6,1
0.44,1,1,64.9,84.1,0
0.24,0,3,72.4,73.8,1
-0.47,6,2,74.3,86.2,1
0.28,2,1,83.9,67.0,1
-0.2,6,2,68.5,76.3,1
-0.6,4,4,75.0,74.9,1
0.81,7,2,76.4,65.0,1
0.71,4,2,73.5,61.9,1
-1.03,6,3,86.1,69.6,0
0.3,6,3,84.4,77.4,1
1.2,1,2,89.7,67.7,1
1.25,7,4,74.7,72.4,1
1.22,5,3,90.0,55.3,1
0.43,0,1,64.4,71.9,0
-0.28,0,2,64.1,87.3,0
-0.47,2,4,65.9,83.8,1
0.68,0,1,78.1,75.0,0
0.7,2,1,90.0,78.7,1
1.43,7,3,72.0,66.9,1
1.28,3,2,73.2,93.9,1
0.29,0,2,75.8,98.7,1
-0.6,3,2,83.7,77.8,1
0.14,1,1,73.2,100.0,1
0.57,6,2,72.7,68.5,1
0.24,0,1,64.5,62.2,0
-0.06,6,3,72.3,68.2,1
0.6,3,3,89.8,73.6,1
-0.0,0,4,78.9,100.0,1
-0.1,5,1,70.6,72.9,1
0.65,3,2,90.4,66.5,1
0.08,6,2,72.1,66.1,1
0.6,4,3,92.2,88.5,1
0.62,6,3,92.0,87.0,1
-0.51,3,4,78.6,70.7,1
0.02,0,4,63.0,55.4,0
1.55,1,4,100.0,63.6,1
-0.53,3,1,81.9,94.9,0
-1.29,3,1,74.8,83.6,0
-1.09,6,4,87.6,76.7,1
0.42,3,4,85.0,96.6,1
0.42,6,2,91.1,97.5,1
0.31,1,1,71.4,75.6,0
1.37,3,3,81.2,75.8,1
-1.74,6,3,66.1,69.6,0
0.72,0,4,84.7,72.9,1
1.65,2,3,77.8,59.7,1
-0.5,6,4,80.8,59.6,0
0.1,4,4,76.5,57.1,1
-0.2,6,1,75.5,87.9,1
-0.32,4,1,69.3,58.8,1
0.14,6,4,85.9,97.4,1
1.54,7,1,92.9,68.0,1
1.87,7,1,72.4,95.1,1
0.13,0,4,83.5,72.0,1
1.92,4,1,82.3,58.8,1
0.43,0,1,78.1,90.1,1
1.8,1,1,62.7,91.4,1
0.33,2,2,65.0,66.0,1
0.5,5,3,70.2,72.4,1
0.69,3,3,56.6,66.0,1
2.94,6,4,92.1,74.7,1
1.08,2,3,81.7,77.2,1
-0.17,4,4,77.7,72.1,1
1.18,6,1,56.1,56.0,1
0.11,7,2,59.8,69.6,1
0.01,1,2,78.0,83.7,0
1.13,5,1,97.7,73.7,1
0.42,0,4,71.0,72.4,1
0.62,4,1,86.6,65.8,1
0.41,3,2,73.2,69.3,1
0.67,7,2,78.6,91.5,1
0.74,6,1,90.1,63.5,1
-1.15,7,4,74.5,83.9,1
0.93,6,1,71.1,76.5,1
-0.39,3,1,92.2,78.7,1
-0.75,5,2,78.5,67.9,0
0.35,0,1,88.9,72.1,1
0.47,4,4,71.1,75.9,1
-0.15,0,1,92.1,70.3,0
1.06,5,2,80.7,79.6,1
-0.67,7,2,82.3,81.0,1
0.07,5,1,79.3,99.9,1
-0.07,6,1,72.9,79.1,1
0.36,1,3,78.0,55.0,0
0.62,7,1,73.6,88.8,1
-0.41,4,1,87.6,73.8,0
0.98,5,2,76.0,98.1,1
0.45,6,2,63.0,92.2,1
-1.11,5,2,61.2,70.4,0
-1.17,2,4,60.7,83.9,0
0.39,4,2,84.2,69.5,1
0.22,5,3,66.5,76.0,1
0.32,6,4,81.0,83.4,1
0.38,3,1,79.4,88.2,1
0.58,4,3,77.4,85.8,1
1.16,4,2,82.4,76.8,1
-0.49,0,3,79.6,100.0,1
-0.54,0,1,50.9,72.0,0
-0.47,0,2,74.8,58.3,0
0.63,5,1,82.3,60.4,1
1.4,3,4,94.4,92.2,1
0.05,6,3,94.9,75.2,1
-1.6,5,1,64.4,77.7,0
-0.96,1,3,74.5,70.0,0
-0.27,0,4,62.3,71.0,0
-0.05,2,3,93.2,67.3,1
0.07,7,2,88.1,81.2,1
0.43,0,4,81.5,74.9,0
0.15,1,1,79.7,80.8,0
1.24,0,1,91.8,79.7,1
-0.14,3,1,90.1,71.3,1
-0.29,7,4,89.6,60.0,1
0.78,5,3,82.6,59.0,1
-0.83,3,3,74.5,100.0,1
0.71,1,3,85.7,92.3,1
0.48,2,2,86.2,90.7,1
0.28,4,1,76.1,68.6,1
1.67,2,4,74.5,76.1,1
-0.1,5,4,89.3,67.0,1
2.05,7,1,94.6,61.6,1
0.22,1,1,70.5,69.5,1
-0.62,2,3,75.4,90.6,0
0.46,1,1,81.5,85.2,1
-0.46,5,3,82.9,65.3,1
-0.2,3,4,72.8,72.5,1
0.72,2,2,96.8,84.2,1
0.84,1,2,82.2,69.7,1
-0.1,0,4,83.3,76.9,1
1.19,3,2,95.6,80.4,1
1.33,5,1,73.5,80.3,1
1.55,1,1,77.1,78.8,1
0.82,0,4,65.5,68.8,1
1.49,3,4,76.3,69.9,1
-1.1,5,1,63.1,63.5,0
0.15,2,4,85.5,58.8,1
-0.29,2,1,82.2,74.7,0
0.5,1,1,75.2,85.0,1
-0.06,5,2,77.0,60.8,0
0.27,6,2,85.6,79.0,1
1.91,6,4,66.6,84.6,1
0.26,4,3,80.0,55.8,1
0.73,5,1,85.0,73.0,1
0.21,3,3,60.2,94.1,0
0.46,0,4,84.8,82.1,1
0.4,2,3,61.3,55.4,1
0.76,5,1,76.8,83.2,1
1.33,5,1,66.4,67.8,1
1.72,7,2,92.3,83.6,1
0.65,7,2,66.4,68.4,1
0.87,1,2,61.5,75.4,1
-0.52,0,1,79.3,70.1,0
0.33,2,1,73.9,76.0,1
1.15,7,3,63.0,69.8,1
1.09,6,4,83.3,73.5,1
0.57,0,3,58.1,63.1,0
1.11,1,2,67.6,81.4,1
0.79,4,4,72.2,77.9,1
1.36,5,3,86.0,58.2,1
0.63,7,3,91.0,86.9,1
0.12,6,3,89.0,74.1,1
0.67,1,4,76.5,77.8,1
-1.94,0,3,53.7,84.4,0
0.71,5,3,81.9,79.6,1
-2.52,4,3,92.7,88.8,0
-0.98,7,4,90.3,72.8,1
0.76,4,4,82.6,87.4,1
0.78,4,2,66.1,77.4,1
-0.53,2,3,72.7,81.6,0
-0.17,0,1,97.3,80.4,0
1.5,7,3,63.8,89.6,1
0.01,6,4,66.5,83.9,1
2.19,1,3,87.4,71.1,1
0.4,5,2,73.7,68.9,1
0.73,2,3,66.2,75.5,1
1.69,3,2,93.3,67.6,1
0.5,6,2,82.6,64.4,1
-0.4,6,1,74.2,52.6,0
0.31,1,3,66.5,59.0,1
0.37,2,1,98.5,97.8,1
-0.69,6,2,77.8,68.8,1
0.2,7,4,92.0,96.9,1
-0.19,0,4,86.9,80.4,0
1.14,6,2,72.8,75.5,1
0.43,3,4,72.9,59.5,1
0.17,4,1,92.5,76.1,1
0.32,0,4,92.6,96.8,1
0.58,5,2,59.2,93.1,1
0.89,5,4,83.5,79.0,1
-0.4,5,4,76.8,63.4,1
-0.43,6,3,67.7,65.5,1
1.28,7,3,80.6,66.6,1
0.07,6,3,64.5,90.1,1
-0.73,5,1,73.3,93.9,1
0.76,7,1,70.0,78.2,1
0.77,5,2,73.0,72.7,1
-0.82,5,2,77.3,93.0,1
0.58,4,3,67.8,65.2,1
0.99,6,2,93.7,76.6,1
0.7,0,3,82.9,81.1,1
0.91,4,1,95.9,66.5,1
-0.72,3,1,76.4,69.0,0
0.66,7,4,72.5,68.1,1
0.16,0,4,95.6,91.6,1
0.01,5,4,72.2,97.1,1
1.1,1,2,76.2,77.3,1
1.58,7,3,85.2,73.0,1
1.84,6,3,65.6,69.4,1
1.45,1,2,85.1,76.0,1
0.31,6,3,83.8,69.9,1
0.68,3,3,90.7,74.9,1
1.01,7,2,86.9,80.5,1
0.5,5,2,91.0,71.5,1
0.5,0,2,76.9,73.9,0
1.06,1,4,69.4,74.0,1
0.35,3,4,99.1,72.5,1
-0.18,1,4,62.7,71.1,0
0.07,1,4,63.7,84.4,1
0.91,7,2,83.7,56.5,1
0.4,6,4,94.2,93.3,1
0.67,3,1,79.9,77.5,1
0.94,1,4,88.0,82.7,1
0.1,1,2,58.0,84.0,0
1.0,7,2,73.0,68.2,1
0.7,2,1,59.3,65.9,1
-0.59,0,1,85.8,64.6,0
1.55,3,2,62.5,73.3,1
-0.0,3,3,65.2,83.7,1
-0.92,4,1,83.1,69.6,0
-0.44,2,4,88.6,82.7,1
-0.42,7,1,76.4,50.0,1
0.44,5,4,83.7,71.8,1
0.18,7,2,83.4,88.8,1
0.13,2,2,75.8,74.1,1
0.9,5,1,67.1,66.9,1
0.67,2,4,83.6,68.8,1
0.65,5,3,84.1,42.7,1
0.73,5,1,86.9,64.9,1
0.89,2,1,81.1,87.6,1
-1.29,7,3,66.3,69.6,1
0.11,6,4,84.9,70.9,1
-1.34,7,1,78.0,50.4,0
0.43,1,1,73.2,58.1,0
0.4,5,3,75.1,89.1,1
1.24,0,1,71.1,82.8,1
1.35,0,2,86.9,61.7,1
0.56,7,1,63.8,69.1,1
-0.0,1,2,68.1,75.7,0
0.79,6,3,74.7,62.8,1
-0.02,3,2,94.1,54.0,1
0.4,2,2,88.5,74.2,1
1.19,0,2,61.6,82.3,1
-0.05,5,3,91.5,82.5,1
1.04,5,1,91.5,85.6,1
0.94,3,1,66.3,58.9,1
-0.36,6,1,52.8,76.6,1
1.18,2,4,77.3,73.0,1
0.96,4,3,89.2,75.0,1
0.48,2,1,93.9,73.7,1
-0.21,4,2,69.3,68.7,0
-0.29,1,2,95.5,42.8,0
-0.03,3,1,55.7,88.8,0
0.83,4,4,74.3,79.6,1
-0.36,4,4,73.8,59.7,1
0.75,3,1,89.5,81.2,1
-0.59,5,1,91.0,71.1,1
0.24,4,2,87.5,71.4,1
0.49,2,3,64.5,67.5,1
2.36,1,4,86.6,81.9,1
-0.7,5,2,83.1,67.2,1
1.58,7,2,61.3,63.9,1
0.52,6,1,57.3,88.4,1
0.73,5,1,88.4,74.0,1
0.49,7,1,76.2,74.4,1
0.76,7,2,65.1,83.6,1
0.28,4,3,75.9,68.7,1
1.56,0,1,81.6,70.9,1
0.03,5,1,77.2,79.4,1
1.31,4,4,62.5,59.0,1
-0.12,2,4,96.9,78.4,1
0.35,6,3,88.0,67.7,1
-0.46,6,3,74.6,85.4,1
0.76,2,3,75.0,82.0,1
1.56,3,2,81.6,80.6,1
0.34,1,1,66.7,58.3,0
0.24,1,2,81.2,74.9,1
-0.49,2,3,64.7,63.1,0
0.22,2,3,77.3,75.6,1
-0.87,2,3,66.3,50.5,0
-0.33,1,3,66.8,59.1,0
0.58,3,1,94.5,89.1,1
1.46,4,3,78.6,80.1,1
2.65,2,4,80.1,72.1,1
-0.07,4,3,57.9,66.0,1
1.55,2,3,72.0,64.1,1
0.6,5,1,82.6,78.2,1
0.28,5,4,79.9,72.2,1
0.75,7,2,56.5,93.0,1
0.45,0,2,80.1,74.0,1
0.49,6,2,81.7,76.6,1
0.07,2,1,90.8,60.7,1
-0.72,0,4,71.4,72.0,0
-0.83,5,3,55.6,77.9,1
0.92,1,2,68.0,71.9,0
0.18,1,4,67.0,70.7,0
-0.08,7,1,85.4,79.6,1
0.41,1,2,50.8,92.7,1
1.04,4,3,73.5,77.6,1
0.54,1,1,92.3,88.6,1
-0.12,0,3,78.1,82.8,1
1.38,0,4,87.0,87.9,1
1.66,0,3,61.6,69.3,1
0.8,3,1,62.0,73.7,1
1.18,3,3,92.4,73.8,1
1.39,0,2,79.0,82.0,1
1.3,2,3,79.0,84.7,1
0.89,2,3,66.8,77.4,1
0.88,4,1,79.0,85.6,1
0.82,7,1,66.5,69.8,1
-0.48,5,1,89.9,85.7,1
0.96,7,1,100.0,87.2,1
-0.68,1,2,82.8,83.5,0
-0.24,1,1,71.7,77.5,0
1.44,6,4,52.7,83.8,1
1.07,2,4,61.2,66.2,1
1.59,6,1,93.5,78.2,1
0.18,3,2,67.7,79.3,1
-0.52,1,3,74.3,61.4,0
0.21,6,3,84.6,81.2,1
0.48,4,3,92.8,62.3,1
0.46,6,4,76.0,71.3,1
1.31,3,3,74.0,76.4,1
0.11,1,3,78.7,68.0,1
0.68,5,3,71.7,76.9,1
-0.39,0,3,72.3,76.7,0
0.76,5,2,82.1,67.0,1
0.4,3,3,79.9,82.2,1
-0.2,6,4,99.3,67.6,1
0.21,6,2,82.4,100.0,1
0.25,3,1,89.5,74.8,1
0.18,7,3,67.3,63.1,1
1.82,0,4,83.3,65.2,1
0.32,0,4,70.8,88.6,1
0.2,7,3,82.0,71.5,1
-1.28,4,4,84.9,61.0,1
-0.32,3,2,78.5,85.4,1
0.19,1,2,100.0,71.4,1
-0.15,2,2,92.3,83.2,1
1.51,5,2,89.8,86.3,1
0.27,6,3,85.6,79.0,1
1.43,7,4,95.6,100.0,1
0.45,3,2,63.6,57.0,1
0.43,3,1,91.7,67.0,1
0.33,1,4,68.1,73.2,1
0.4,0,4,72.4,100.0,0
1.78,3,4,83.6,95.8,1
-1.46,4,2,90.3,90.2,0
-1.2,0,3,66.5,67.3,0
-0.03,3,3,72.9,68.5,0
0.41,5,4,79.0,66.9,1
0.95,6,4,76.1,67.4,1
0.78,7,4,86.5,92.4,1
0.09,2,2,100.0,73.3,1
1.22,3,1,82.2,74.8,1
1.22,6,1,70.6,84.5,1
0.55,5,4,65.0,57.7,1
1.17,2,4,74.7,76.6,1
0.62,5,1,68.6,63.9,1
-0.05,1,2,82.7,72.8,1
0.96,3,1,82.5,69.5,1
0.49,2,2,73.4,69.0,1
0.4,7,3,97.8,78.5,1
1.58,0,3,70.6,78.4,0
-1.56,6,2,76.8,73.6,0
-0.73,2,2,84.4,80.1,1
-0.55,0,3,86.9,66.4,0
0.11,5,3,90.8,83.5,1
0.2,5,1,82.3,73.7,1
-0.81,1,1,88.5,70.7,0
-0.39,0,2,71.3,67.3,0
-0.29,0,2,87.2,73.3,0
2.37,3,4,87.0,96.6,1
1.84,1,4,93.1,75.3,1
0.07,5,3,61.3,63.4,1
0.11,0,1,68.9,86.1,1
-0.52,6,1,86.2,70.8,1
-1.13,6,2,51.5,79.1,0
0.31,5,3,82.9,69.3,1
-0.4,7,3,88.6,90.1,1
0.33,7,1,72.2,69.5,1
-0.88,0,4,73.7,91.4,0
-0.21,2,2,67.3,64.5,1
0.52,6,3,72.8,72.8,1
0.69,2,1,73.1,91.4,1
0.73,5,4,71.2,77.8,1
-0.66,6,3,70.6,100.0,1
1.08,7,1,75.3,73.0,1
-0.24,2,2,75.2,78.8,1
0.91,2,2,96.7,97.0,1
0.39,0,1,74.1,59.3,0
-0.7,2,4,81.4,58.0,0
0.15,2,4,72.2,67.2,1
0.69,3,4,72.1,84.9,1
0.89,3,2,61.0,58.3,1
0.29,6,3,62.3,82.6,1
1.63,6,2,65.9,81.8,1
1.21,5,2,79.8,98.2,1
0.19,0,3,88.8,87.5,1
1.0,3,2,60.1,80.0,1
1.95,5,4,72.5,91.0,1
1.97,1,1,64.3,81.9,1
-0.58,3,1,75.4,70.9,0
-0.34,5,4,88.8,63.4,1
1.59,6,4,73.5,69.7,1
-0.45,6,4,77.5,75.6,1
-0.66,3,2,92.6,77.9,1
0.01,3,2,82.6,52.5,0
0.74,3,1,70.4,73.6,1
0.32,5,2,79.6,76.3,1
-0.12,3,3,69.7,82.0,1
-0.14,3,2,82.2,93.9,1
-0.17,1,2,83.2,78.0,0
-0.3,3,1,64.3,66.0,0
2.23,1,2,79.8,56.0,1
0.64,4,3,76.8,83.6,1
1.11,7,3,83.4,66.4,1
0.01,6,3,86.3,85.5,1
0.25,3,4,82.8,91.4,1
-0.17,7,1,75.0,59.0,1
-1.72,7,2,87.3,82.1,1
-0.7,3,3,69.3,90.2,0
-1.05,6,2,64.8,87.2,1
-1.4,2,4,46.0,52.9,0
-0.56,7,1,77.3,66.6,1
1.46,2,1,69.8,61.9,1
0.36,2,2,82.0,81.8,1
1.43,1,2,58.3,80.5,1
0.73,6,4,71.5,46.3,1
1.03,2,2,82.7,72.7,1
-0.32,6,2,67.7,84.8,1
0.82,0,1,82.1,77.6,1
0.98,4,2,72.4,77.6,1
-0.06,3,3,77.7,72.0,1
0.85,3,3,84.0,64.4,1
0.85,1,3,87.5,75.8,1
-0.04,0,2,78.9,76.6,0
-0.5,2,1,69.9,82.8,0
-0.55,3,1,73.4,83.7,0
0.47,6,1,84.4,76.9,1
0.66,3,3,67.8,88.0,1
-0.23,1,4,76.2,71.9,0
0.42,2,4,74.1,60.1,0
0.86,4,2,77.0,81.2,1
0.89,3,1,67.9,77.4,1
1.64,7,3,59.5,81.5,1
1.42,3,1,83.2,62.1,1
-0.4,4,3,87.6,95.7,1
1.75,0,2,60.1,83.8,1
-0.02,1,4,81.7,72.8,1
1.24,6,3,88.8,65.7,1
0.45,2,3,84.0,87.8,1
0.07,3,2,73.8,63.9,1
-1.05,4,4,68.6,100.0,1
0.26,0,3,78.8,69.3,0
-0.85,4,3,80.5,94.9,1
1.17,2,2,79.0,74.0,1
1.61,1,2,76.2,93.4,1
-0.24,3,4,67.2,67.9,1
0.64,3,2,82.2,76.2,1
-0.18,1,1,82.7,84.9,0
-0.1,4,2,80.0,83.3,1
1.02,5,2,79.1,88.1,1
0.37,2,2,94.8,70.6,1
1.79,7,1,71.8,76.9,1
0.01,4,1,90.8,89.7,1
1.2,6,2,70.7,68.2,1
0.48,0,2,89.1,82.3,1
1.04,6,1,90.3,73.6,1
0.04,2,2,75.1,78.3,0
0.36,5,2,94.6,76.9,1
0.31,6,1,82.7,67.3,1
-0.27,2,2,69.2,73.1,1
0.93,2,2,74.3,77.6,1
0.92,0,1,89.3,74.9,1
0.87,4,4,87.2,93.3,1
1.63,6,1,67.4,87.1,1
1.56,3,3,76.6,79.2,1
0.1,1,3,80.0,67.6,0
0.7,2,4,72.9,66.9,1
-0.1,3,3,100.0,97.7,1
0.42,7,3,80.3,64.9,1
-0.08,0,4,77.4,77.3,0
1.7,2,4,89.9,80.0,1
0.69,5,1,74.3,72.6,1
0.23,1,4,88.1,65.0,1
1.35,7,2,61.3,67.4,1
-1.34,7,1,73.5,70.0,0
-1.21,3,3,88.5,68.2,0
1.04,5,4,93.7,90.6,1
0.45,6,1,70.3,75.9,1
0.6,5,1,69.1,70.2,1
-0.66,1,4,83.7,77.2,0
0.38,0,3,71.8,83.3,1
2.0,2,1,75.3,72.2,1
1.06,1,4,86.8,85.9,1
0.54,2,2,72.6,62.0,1
0.05,5,2,58.3,88.9,0
0.08,4,2,65.0,75.9,1
-1.3,1,3,78.1,75.5,0
0.61,0,1,59.4,68.4,0
1.08,1,2,75.0,62.5,1
-0.86,3,2,64.1,57.7,0
-0.13,6,1,94.4,67.6,1
-0.53,2,4,99.7,82.5,1
-0.37,2,1,67.4,65.4,0
0.44,4,4,80.6,59.0,1
-1.27,0,1,68.4,66.0,0
0.89,1,2,74.9,71.8,1
1.0,0,1,96.0,72.2,1
0.2,4,2,73.3,74.6,1
-1.58,3,3,75.1,87.4,1
-0.4,4,1,68.6,89.7,1
1.39,4,3,89.5,98.1,1
-1.82,3,4,45.4,58.1,0
0.12,6,2,73.6,66.6,1
-0.54,7,1,77.5,83.7,1
1.04,0,3,71.4,71.0,1
-0.14,7,1,86.6,85.5,1
0.72,1,1,90.0,78.3,1
0.85,1,2,63.9,93.4,1
1.87,4,2,98.9,87.5,1
0.24,0,1,63.8,87.7,0
0.7,2,4,90.9,71.5,1
-0.79,1,3,79.5,74.9,0
1.35,3,4,73.0,72.6,1
-0.21,6,2,73.9,59.4,1
-0.05,7,2,77.7,92.2,1
0.38,1,4,80.1,84.2,1
-0.85,4,1,68.8,72.2,0
0.58,3,2,75.7,90.4,1
1.17,3,4,70.3,69.1,1
0.63,5,2,65.8,55.8,1
-0.87,7,4,69.8,87.1,1
0.3,3,2,66.5,61.9,1
0.99,0,2,73.8,73.8,1
-1.1,7,4,82.3,78.3,1
-0.46,7,1,79.2,80.2,1
1.1,2,4,97.7,85.3,1
0.62,4,1,55.9,82.4,1
0.73,6,2,82.7,82.0,1
1.89,4,3,78.1,67.3,1
0.77,3,3,86.2,79.2,1
0.93,7,4,85.2,59.4,1
2.57,6,4,76.4,93.2,1
0.23,4,3,79.7,60.6,1
-0.24,1,3,70.6,72.2,0
0.74,3,2,84.1,61.5,1
0.75,5,4,59.2,68.0,1
-0.02,2,3,85.8,76.1,0
-0.43,4,1,77.8,70.2,1
2.25,5,4,73.1,88.6,1
0.66,0,2,75.7,78.5,1
-0.19,4,2,76.4,70.9,1
1.13,5,2,91.0,74.5,1
0.31,1,4,100.0,89.4,1
0.2,4,2,90.2,86.0,1
0.85,5,2,72.3,63.5,1
-0.63,0,1,84.3,68.5,0
0.68,5,2,84.7,81.2,1
1.93,2,1,68.7,79.9,1
0.77,3,3,65.4,64.4,1
0.1,5,4,77.4,84.2,1
-0.01,0,2,86.1,66.2,0
0.07,0,4,61.9,90.3,1
0.2,3,4,70.8,81.8,1
0.1,7,1,83.7,63.5,1
1.13,0,3,78.4,70.2,1
-0.99,6,3,92.2,70.0,1
1.09,0,2,63.9,77.8,1
0.1,3,4,100.0,73.8,1
0.7,3,2,62.6,63.4,1
-0.5,3,1,57.7,60.7,0
1.46,0,3,77.4,82.0,1
1.4,6,1,66.7,79.1,1
1.17,2,2,77.6,77.2,1
-0.81,6,3,77.3,79.0,1
1.06,5,3,76.0,69.2,1
0.72,4,2,69.6,78.0,1
-0.88,2,2,82.3,100.0,0
0.38,5,1,74.8,88.9,1
0.69,7,2,89.0,72.8,1
0.84,7,3,76.2,70.2,1
0.54,7,3,68.4,44.5,1
0.63,1,2,61.1,87.8,1
1.58,4,1,76.3,84.7,1
1.38,3,3,65.3,70.0,1
-1.89,7,3,64.5,60.3,0
0.15,7,1,83.3,63.3,1
0.27,6,3,60.2,80.9,1
-1.0,1,1,92.1,75.0,0
0.48,2,2,79.6,83.6,1
1.4,5,3,77.6,77.0,1
-0.47,5,3,67.7,86.6,1
0.67,2,3,85.6,80.1,1
-0.33,1,4,78.0,85.1,0
-0.14,1,1,71.1,53.0,0
1.58,5,4,80.0,62.4,1
-0.03,3,2,61.2,72.0,1
0.77,3,2,61.6,87.9,1
-1.1,6,4,66.8,96.7,1
1.89,0,2,81.5,74.2,1
0.88,6,1,78.0,69.3,1
0.25,2,3,88.5,54.5,1
0.86,7,3,68.8,85.5,1
-0.73,7,3,83.7,69.9,0
1.35,4,1,76.9,100.0,1
0.14,2,3,68.6,67.9,1
0.24,1,1,81.9,99.2,1
0.01,1,3,77.3,84.2,0
-0.06,7,3,71.7,64.7,1
0.96,1,4,78.4,78.6,1
0.6,3,4,76.7,84.5,1
0.92,3,1,76.5,73.5,1
0.39,5,1,73.9,85.2,1
0.81,6,3,65.0,85.0,1
0.06,4,4,78.7,82.6,1
2.18,6,1,70.0,75.8,1
-0.85,4,2,67.8,63.1,0
1.41,3,2,75.6,75.2,1
1.49,1,2,85.3,77.9,1
-0.28,1,3,79.9,55.4,0
2.18,3,2,72.7,77.9,1
1.2,0,2,72.3,74.9,1
1.18,2,4,84.4,61.7,1
0.42,3,2,54.0,72.3,1
0.23,3,1,86.0,72.6,1
0.23,6,4,59.3,97.2,1
0.71,7,2,63.8,78.4,1
1.52,5,4,72.9,87.4,1
0.55,0,4,99.7,74.7,1
-0.33,3,3,94.8,55.4,1
1.06,5,1,85.1,83.4,1
1.14,4,4,81.6,68.8,1
0.92,3,3,59.4,72.3,1
1.0,3,2,79.6,64.4,1
0.18,3,4,72.5,76.8,1
-0.34,4,4,69.8,87.7,1
-0.29,1,4,79.5,86.3,1
-0.91,4,1,73.3,93.4,1
0.59,1,3,86.7,95.0,1
0.33,5,2,58.6,53.5,1
0.05,6,1,78.8,62.9,1
-1.96,4,2,69.2,56.1,0
-0.6,3,1,73.9,83.0,0
1.3,7,1,81.0,68.4,1
-0.13,5,3,66.8,70.6,1
0.69,3,3,79.6,73.6,1
-0.71,0,2,75.9,80.2,0
1.55,0,1,71.4,59.7,1
0.28,1,4,73.3,62.2,1
0.63,1,3,76.5,76.0,1
2.26,5,3,70.3,89.2,1
1.61,4,1,78.1,75.7,1
0.15,7,1,75.2,67.3,1
-0.07,4,1,71.9,52.4,0
0.14,7,1,93.9,86.5,1
0.81,4,4,82.2,67.9,1
0.32,2,2,74.2,63.4,1
0.08,5,3,79.5,57.1,1
1.57,3,4,67.7,60.2,1
0.31,2,4,73.6,65.4,1
2.24,3,2,74.8,73.4,1
0.47,5,2,65.5,62.7,1
1.83,3,2,81.9,78.0,1
0.69,5,1,72.9,73.3,1
1.17,7,4,74.4,100.0,1
-0.18,3,3,72.3,57.3,1
-0.28,2,2,100.0,77.8,1
0.77,3,3,71.4,77.9,1
1.19,6,3,57.3,64.7,1
0.43,1,1,62.0,77.0,1
-0.63,7,3,85.6,84.5,1
-0.69,3,4,91.4,77.1,0
-0.74,6,3,71.2,91.2,1
-1.01,6,3,90.8,52.0,0
0.49,6,1,85.4,66.7,1
1.3,7,3,76.1,92.2,1
0.39,1,4,75.4,86.0,1
-1.41,4,2,79.8,81.9,1
0.25,0,3,86.8,89.6,1
0.27,2,3,82.0,54.9,0
2.08,0,1,71.2,84.8,1
-0.77,5,2,76.3,87.7,1
0.09,4,4,97.8,68.8,1
1.76,5,4,80.5,100.0,1
0.76,1,2,86.7,78.2,1
0.85,2,2,83.4,51.9,1
0.49,5,4,80.7,80.2,1
0.66,6,1,79.1,68.1,1
1.02,7,2,87.0,88.8,1
-0.25,0,1,85.2,82.0,0
1.1,3,1,80.6,69.4,1
-0.7,0,3,71.1,92.5,0
0.66,6,2,81.9,86.3,1
0.54,0,4,77.3,66.9,1
-0.09,6,4,74.9,74.3,1
0.38,1,4,100.0,81.7,1
-0.1,0,3,62.6,72.0,0
-0.46,7,3,87.6,72.3,1
0.12,3,3,69.4,76.4,1
-0.48,3,4,79.3,64.3,1
0.66,5,1,100.0,51.4,1
-0.52,2,3,68.4,78.6,0
0.97,5,1,70.8,54.1,1
-0.55,3,2,77.8,65.1,0
-0.05,2,2,69.5,56.5,1
-0.1,3,3,86.8,57.9,1
1.46,0,4,72.7,80.7,1
0.66,2,1,84.5,73.6,1
0.23,4,3,64.7,73.2,1
0.8,1,1,59.9,61.5,1
-1.29,0,1,75.7,68.8,0
0.37,5,2,62.3,80.1,1
2.0,3,3,93.2,75.4,1
0.51,1,1,62.7,85.0,0
0.45,5,2,67.6,86.6,1
0.84,6,4,82.1,73.2,1
1.12,0,2,72.1,55.6,0
-1.2,1,4,62.8,67.7,0
-0.95,2,4,98.4,74.9,1
0.57,5,2,68.0,67.5,1
-0.17,0,3,76.0,64.4,0
1.45,6,3,75.9,76.8,1
0.15,2,2,85.1,100.0,1
-1.15,1,2,82.6,70.6,0
-0.61,6,2,69.7,76.0,0
-1.8,0,1,74.7,61.6,0
0.21,1,1,75.7,89.7,1
